PersonId,PlanYear,BenId,OptionId1,TierId1,EffectiveDate1,EoiPend1,ElectedAmount1,Termed1,CovAmt1,EventCode1,Thumbprint1,Transition,OptionId2,TierId2,EffectiveDate2,EoiPend2,ElectedAmount2,Termed2,CovAmt2,EventCode2,Thumbprint2,Result,BenefitAnalysis,OptionAnalysis,TierAnalysis,EffectiveDateAnalysis,EOIPendAnalysis,CovAmtAnalysis
1107,2024,22,1,2,2022-01-31 15:30:00,0,0.00,0,500.00,100,06F2B1DD273DD78B55B7A1F6875856F4BA93D580,===>,1,2,2022-01-31 15:30:00,0,0.00,1,NULL,100,98C738B166221998852E90B981F546D37D953A68,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1132,2024,14,1,2,2022-01-31 15:30:00,0,0.00,0,0.00,100,6A79EA2E587BB862E59EB39FA102D1A17D8A696C,===>,51,22,2024-06-02 00:00:00,0,0.00,0,0.00,301,654F6EC2F5AA032B36B6EA41C9ADA37CF8A47B48,===>>,NO CHANGE,CHANGE,CHANGE,CHANGED,NO CHANGE,NO CHANGE
1132,2024,17,1,2,2024-05-01 00:00:00,0,0.00,0,1200.00,100,59C34B0D5041B3FFB302B0D9673AE83A03B26657,===>,1,2,2024-05-01 00:00:00,0,0.00,1,NULL,301,90D75FCBBC232338194873C2D8E3F1C709D26F28,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1132,2024,406,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,D88A75C7C26840DB83D77F568AD59620F5123851,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,301,C41FE151F5620F87857284DE5DED239ED6FABCF7,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1175,2024,5,5,0,2021-05-01 00:00:00,0,0.00,0,100000.00,100,58341EDB24438E0E2E40BF9153958B8DC1E2FFCB,===>,3,0,2024-05-01 00:00:00,0,0.00,0,60000.00,100,E811F6985C62A13028B6A55EA509D994008FFB23,===>>,NO CHANGE,CHANGE,NO CHANGE,CHANGED,NO CHANGE,DECREASE
1177,2024,2,3,4,2021-05-01 00:00:00,0,0.00,0,0.00,607,63764DB8F77AD68F78CE05414AFA6A62088CCCAE,===>,3,4,2021-05-01 00:00:00,0,0.00,1,NULL,210,CC843F365CC9BD524DF144DDA4CEA70C249E05F3,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1177,2024,5,25,0,2021-05-01 00:00:00,0,0.00,0,500000.00,607,11FD74039E61FB5D613BAE6CC68C1A642419E8E4,===>,25,0,2021-05-01 00:00:00,0,0.00,1,NULL,210,0070757D0BDE15A770E95F4329C0A06AC50105E3,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1178,2024,18,1,2,2024-05-01 00:00:00,0,0.00,0,8300.00,100,69484EFCA5978029D30B547B691470B5A99D4C14,===>,1,2,2024-05-01 00:00:00,0,0.00,1,NULL,201,91FF86ED86EB71A61D7D90FF18645E3B7C8808C9,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1183,2024,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,===>,1,2,2024-05-01 00:00:00,0,0.00,0,1200.00,100,59C34B0D5041B3FFB302B0D9673AE83A03B26657,===>>,GAIN,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE
1191,2024,2,2,4,2023-08-05 00:00:00,0,0.00,0,0.00,100,37EFF54699E0B7B595A51C3353F77943E96AE477,===>,2,4,2023-08-05 00:00:00,0,0.00,1,NULL,210,74127EDA303C546DBFF89DE4C0FE5488A907C3E7,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1191,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,210,C38905298263EB597E00C17649E810B3D6FDBAD0,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1191,2024,18,1,2,2024-05-01 00:00:00,0,0.00,0,8300.00,100,69484EFCA5978029D30B547B691470B5A99D4C14,===>,1,2,2024-05-01 00:00:00,0,0.00,1,NULL,210,C5BC4C0F631D075149390C895C7BAD2955828C40,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1191,2024,407,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,BCDE6263A24E168F14C72EF0AA90FD6CA8FD17EF,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,210,DD4D335289ED4FA4058F370917F1005A5720D761,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1199,2024,1,998,21,2023-05-01 00:00:00,0,0.00,0,0.00,100,3B35A79130C12DCB345E9E8FB75DE604EE139083,===>,998,21,2023-05-01 00:00:00,0,0.00,0,0.00,602,0896148911CAD29127AF44F104214C3E91710735,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1200,2024,4,2,0,2021-05-01 00:00:00,0,0.00,0,143000.00,607,0AFDA7A2904F4C22DE3C344FE2DF7ACF951AC848,===>,2,0,2021-05-01 00:00:00,0,0.00,1,NULL,210,D8EBAA4DB0B6012AE6B8856AD2E52898D0E591F2,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1206,2024,3,2,3,2021-05-01 00:00:00,0,0.00,0,0.00,100,B0EB8E8FDECBA331F014DCF9A03F764CA6AD6693,===>,2,3,2021-05-01 00:00:00,0,0.00,1,NULL,210,C940452D4518203D5930AF7F4E776DA617547E31,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1206,2024,6,5,0,2022-05-21 00:00:00,0,0.00,0,50000.00,100,3127EAC292BB458C34BCD0322721DA53C9CE82CF,===>,5,0,2022-05-21 00:00:00,0,0.00,1,NULL,210,4C68B2220395370B4AEF512D41E4FCD0A9DD42C8,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1207,2024,6,5,0,2021-11-29 00:00:00,0,0.00,0,50000.00,100,71EA5AAC92D7CCE96FD549CF8217D4D9DBDD1BF6,===>,5,0,2021-11-29 00:00:00,0,0.00,0,50000.00,402,E1ABA0D5CB717A27548B4A2B3F427021B7BBAB36,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1217,2024,405,2,4,2023-05-01 00:00:00,0,0.00,0,0.00,503,574A340878EEFA67C854B6A8F641170223232CC3,===>,2,4,2023-05-01 00:00:00,0,0.00,0,0.00,505,4B33594248BE5C8940D42ED2E78E3DD2D1A80261,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1222,2024,6,15,0,2021-05-01 00:00:00,0,0.00,0,150000.00,100,B03C1364E930E1144C1FA46398C3C6599C8B31A3,===>,15,0,2021-05-01 00:00:00,0,0.00,0,150000.00,360,9732F3437389A879015624F7107466C79CD20D9A,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1222,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,360,8143E313BF704A92FD8AFB1045D1F319F6CBAE5A,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1222,2024,22,1,2,2022-01-31 15:30:00,0,0.00,1,NULL,100,98C738B166221998852E90B981F546D37D953A68,===>,1,2,2022-01-31 15:30:00,0,0.00,1,NULL,360,D18CD5B307CB11EEDA3B29EF2630F0974F518C15,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1245,2024,11,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,4E83692C577882F9CA10FE1ECF71BAD0D39348CA,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,100,1AD8B0E55247C2C4E9ED21F441C877DCA7509B17,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1246,2024,8,2,0,2021-05-01 00:00:00,0,0.00,0,149000.00,607,F3047111EA1B047D8C0A16014CAF4D68BA00161E,===>,2,0,2021-05-01 00:00:00,0,0.00,1,NULL,210,D51410AF091D9AF594B938BF30D799D7B778E2CE,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1246,2024,403,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,607,E32966650149D3EFFDB22833F78C1699C14F1F64,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,210,F226E030B92CCB0CD4A4CBC97C5AADB09C0DFA31,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1269,2024,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,===>,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,166CDFAF0765C21828B295B48357FB68283B5E74,===>>,GAIN,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE
1273,2024,6,0,0,2023-10-25 00:00:00,0,0.00,0,0.00,100,6A9BE61F68DA2599FA2336299B875EDD471F31EF,===>,0,0,2023-10-25 00:00:00,0,0.00,1,NULL,210,26EAEA7056957D2CE8AA5F9FC8A0A9CF1CE2BF40,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1273,2024,9,2,0,2021-12-13 00:00:00,0,0.00,0,600.00,100,B4FBFF70DA6CA77A5130958F390F51B4FC2DC305,===>,2,0,2021-12-13 00:00:00,0,0.00,1,NULL,210,E8CEB751F408D8AE3692CFD1637EFB4CB4A4A15D,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1273,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,F1EEBBE3EE7B7222032A92CCB20BA210A59F35FB,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,210,C38905298263EB597E00C17649E810B3D6FDBAD0,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1284,2024,7,0,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,51D5DB9F752FD5C75E83EB57D9939D01470A9C3F,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,201,907F04392B83CA0C11860788DB09C510DC9B6606,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1003,2024,10,2,0,2021-05-01 00:00:00,0,0.00,1,NULL,210,EB823756F85EA540AA3524F8E25ACC41FB3A1564,===>,2,0,2024-06-01 00:00:00,0,0.00,0,8299.9967,105,2A33863BF489D4BEA54328037737C783B2CD27CB,===>>,NO CHANGE,NO CHANGE,NO CHANGE,CHANGED,NO CHANGE,NO COMPARE
1024,2024,14,1,4,2022-01-31 15:30:00,0,0.00,0,0.00,100,6FBF406E4C4F87A771D467B0C76995414262D1CC,===>,1,4,2022-01-31 15:30:00,0,0.00,1,NULL,210,3C66F337B2DCE436BC8D7C25827DCFAB8CF5D95C,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1033,2024,14,998,21,2023-06-02 00:00:00,0,0.00,0,0.00,100,625FAA6E01FE88CC0B9DFFC58C0FB8CC782296D2,===>,998,21,2023-06-02 00:00:00,0,0.00,0,0.00,510,3C0EA488D545D65AD88DEF864D158A0CA669B3AD,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1054,2024,18,1,2,2024-05-01 00:00:00,0,0.00,1,NULL,301,69EEA4B3F06407DD6F20923B2501F55046B39C5E,===>,1,2,2024-05-01 00:00:00,0,0.00,1,NULL,602,0656D939124AC283F34AA92D8F1AA616A8FF3E1D,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1054,2024,407,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,301,8875952BAB3653AE2A903B43065C99237D8B4B20,===>,0,0,2022-01-31 15:30:00,0,0.00,1,NULL,602,03C96D8EF9AE4B9628AC9604B0E09099D04034B8,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1057,2024,6,10,0,2022-05-01 00:00:00,0,0.00,1,NULL,210,E5C96C14EF3659693900F93BCF93D3324894D9D1,===>,10,0,2024-06-05 00:00:00,0,0.00,0,100000.00,105,2A67D1D2C898F81067B40ED7EB8DA3226614D334,===>>,NO CHANGE,NO CHANGE,NO CHANGE,CHANGED,NO CHANGE,NO COMPARE
1079,2024,18,1,2,2024-05-01 00:00:00,0,0.00,0,8300.00,100,69484EFCA5978029D30B547B691470B5A99D4C14,===>,1,2,2024-05-01 00:00:00,0,0.00,0,8300.00,444,FDEC39E637BB1E445CE29E80DC0AFF723F0F179E,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1079,2024,407,3,2,2022-05-01 00:00:00,0,0.00,0,0.00,100,1160FDC398AD1D581F5E5AE845BE854A0F294C84,===>,3,2,2022-05-01 00:00:00,0,0.00,0,0.00,444,AB056A9B544D2DAA8B81A12C3A7B0BAA90E34E70,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1099,2024,5,0,0,2023-05-01 00:00:00,0,0.00,0,0.00,100,D320170F788CAE948DEA961807C614E3CBE50095,===>,0,0,2023-05-01 00:00:00,0,0.00,1,NULL,201,18F96CE8A63A0BF86320D9BF1569F118E0F40666,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1099,2024,14,1,1,2023-05-01 00:00:00,0,0.00,0,0.00,100,3B737EF6595FFB367A2AE208B94B61681675B96D,===>,1,1,2023-05-01 00:00:00,0,0.00,1,NULL,201,4C34590850DA10820AA00C9439230DE3D82A65CF,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1099,2024,403,0,0,2023-05-01 00:00:00,0,0.00,0,0.00,100,1C90C3BD6BE1F553A3FF09E4132CAD5332A14BEE,===>,0,0,2023-05-01 00:00:00,0,0.00,1,NULL,201,8281A1C6F170FFAD0D06B15336B8DCA84C6F32DC,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1099,2024,406,0,0,2023-05-01 00:00:00,0,0.00,0,0.00,100,E341318959C2846737B89933026978F1C673A185,===>,0,0,2023-05-01 00:00:00,0,0.00,1,NULL,201,B72A6B973775562D45702A4A14A7292442BAB252,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1132,2024,10,2,0,2021-05-01 00:00:00,0,0.00,0,10000.00,100,6DD36C179AA69D2B60C13785CCE0C56F059B516E,===>,2,0,2021-05-01 00:00:00,0,0.00,1,NULL,301,601E7ADDCE7E86646CE74AF24904002857EDD393,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1132,2024,13,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,77C01D9E6A66632B92F94944337C1D4687FB0BDE,===>,1,0,2022-01-31 15:30:00,0,0.00,1,NULL,301,F18F10BA8FA86130B66B382012492454B8DAB701,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1175,2024,3,1,1,2023-12-01 00:00:00,0,0.00,0,0.00,100,5D5BC98CEB097F99622B371C197ED28E88536369,===>,2,1,2024-05-01 00:00:00,0,0.00,0,0.00,100,DC6D6405167763CE3FF1F40377AD574677080A6E,===>>,NO CHANGE,CHANGE,NO CHANGE,CHANGED,NO CHANGE,NO CHANGE
1177,2024,9,1,0,2021-05-01 00:00:00,0,0.00,0,250.00,607,A9D4AFCE277D26A8F8240BC6C1D5193B85FA7F24,===>,1,0,2021-05-01 00:00:00,0,0.00,1,NULL,210,ADB1B8AB6B85FDBD7F7D262B5B3E184F60EFB22C,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1177,2024,12,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,607,292F6460222CB425F29AB84E3329EA89189084B0,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,210,C38905298263EB597E00C17649E810B3D6FDBAD0,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1178,2024,33,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,100,A1F48EF8527AA854CEDFA304DEE3E83C4B11B9AD,===>,1,0,2022-01-31 15:30:00,0,0.00,1,NULL,201,9F8EDA3C15B877615B40F2814429835E3821FB9C,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1178,2024,406,3,4,2023-06-03 00:00:00,0,0.00,0,0.00,100,D11C6F37CB1AAE4F17D6D211AEAA958F46EC7B5F,===>,3,4,2023-06-03 00:00:00,0,0.00,1,NULL,201,D8641941F6B392B62C8B15FB6FB0E1FFED52EED6,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1181,2024,15,1,0,2024-05-01 00:00:00,0,3000.00,0,100.00,100,F580427D9438FCDFB8146095EF71C487E6D9AC05,===>,1,0,2024-05-01 00:00:00,0,4160.00,0,100.00,100,FB1298EEBE3A155FF286F75944DCB05BA927E3C9,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1191,2024,16,0,0,2024-05-01 00:00:00,0,0.00,0,0.00,100,166CDFAF0765C21828B295B48357FB68283B5E74,===>,0,0,2024-05-01 00:00:00,0,0.00,1,NULL,210,3A654FE951005832BB8853B32FDBF2009C31056F,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1206,2024,5,5,0,2022-05-21 00:00:00,0,0.00,0,100000.00,100,7B275F9CDA972E87A4BFB01EDCD3C58593E6FA1B,===>,5,0,2022-05-21 00:00:00,0,0.00,1,NULL,210,7B6A7838BF21BDBB2A4E577D5EF641D459CC20F4,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1206,2024,8,2,0,2021-05-01 00:00:00,0,0.00,0,161000.00,100,ED1E747B939E29751E6FA827EC02B917B3C8D993,===>,2,0,2021-05-01 00:00:00,0,0.00,1,NULL,210,D51410AF091D9AF594B938BF30D799D7B778E2CE,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1206,2024,15,1,0,2024-05-01 00:00:00,0,3900.00,0,100.00,100,9039D532C58A84F5AAB290FB94BA882070FCE498,===>,1,0,2024-05-01 00:00:00,0,3900.00,1,NULL,210,F60C5A5CF3C6B124F1879D5ADBFBF67DFED68454,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1206,2024,407,3,4,2024-05-01 00:00:00,0,0.00,0,0.00,100,A8115E08E2174A673D26B3AE04457CB1D56275A5,===>,3,4,2024-05-01 00:00:00,0,0.00,1,NULL,210,2690A1AAEE215241E4D3B8028DB9401597636DC5,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1207,2024,3,2,4,2024-05-01 00:00:00,0,0.00,0,0.00,100,D96C89A81759FF45BFAF160F90E4E1ECE130A0A7,===>,2,2,2024-05-30 00:00:00,0,0.00,0,0.00,402,AF84BC3D4BBA8177DCCBD696A33315835486C975,===>>,NO CHANGE,NO CHANGE,CHANGE,CHANGED,NO CHANGE,NO CHANGE
1217,2024,14,1,4,2022-01-31 15:30:00,0,0.00,0,0.00,503,18B73CAFDB2B77C12DABA6279FB88446B57E1D5A,===>,1,4,2022-01-31 15:30:00,0,0.00,0,0.00,505,F13DC5E33111C312E0062C68371CBE68E6403274,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1222,2024,5,15,0,2021-05-01 00:00:00,0,0.00,0,300000.00,100,45DD47D475C82A135E5294E47B75AC6E00C11721,===>,15,0,2021-05-01 00:00:00,0,0.00,0,300000.00,360,33B6EC1D73360DE9AB20D5B655175D454F0DB07E,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1222,2024,8,2,0,2021-05-01 00:00:00,0,0.00,0,114000.00,100,093E0F4C7EC84FDA33A16807DA9075B924875117,===>,2,0,2021-05-01 00:00:00,0,0.00,0,114000.00,360,AE11B6998E06A0D17953F7FC813B1A4CE2194B4C,===>>,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE
1245,2024,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,===>,1,0,2024-05-01 00:00:00,0,1040.00,0,100.00,100,29B245E6993E45ABAA64521399ABFF93DDC599E2,===>>,GAIN,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE,NO COMPARE
1245,2024,407,2,1,2023-05-01 00:00:00,0,0.00,0,0.00,100,DFA475A6B80C3236C6E1D7CCB4284E0D1DBF1E9C,===>,3,1,2024-05-01 00:00:00,0,0.00,0,0.00,100,497D8A28003593169EEDBEBC9EC254A38C4CC020,===>>,NO CHANGE,CHANGE,NO CHANGE,CHANGED,NO CHANGE,NO CHANGE
1246,2024,33,1,0,2022-01-31 15:30:00,0,0.00,0,0.00,607,303FF41BD659801A29E06295BE8B08CFA3FD21D8,===>,1,0,2022-01-31 15:30:00,0,0.00,1,NULL,210,12B5275FEEC2B35CA52A1AE19E8FC4BC08F3D6CF,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
1273,2024,3,1,1,2023-10-25 00:00:00,0,0.00,0,0.00,100,EF5F899F94D7523DF0EA5535AFB463D6AB95530E,===>,1,1,2023-10-25 00:00:00,0,0.00,1,NULL,210,8D698C7C74E2EE67A42247DF6401F9D0C625DE49,===>>,NO CHANGE,TERM,NO CHANGE,NO CHANGE,NO CHANGE,NO COMPARE
